header,real:6
498,0.289,90.236,9.829,0.391,12000
498,0.289,90.236,9.829,0.391,13000
535,0.074,78.981,5.751,0.375,14000
295.5,0.184,85.342,3.658,0.452,1000
438,0.285,87.972,4.525,0.423,5000
456,0.169,100.015,2.948,0.434,7000
462.5,0.077,89.755,4.808,0.348,9000
462.5,0.077,89.755,4.808,0.348,9500
465.5,0.178,104.516,7.002,0.344,10000
474,0.231,99.198,20.829,0.337,11000
474,0.231,99.198,20.829,0.337,12000
474,0.231,99.198,20.829,0.337,13000
267,0.213,83.506,8.527,0.463,1000
383.5,0.268,76.978,4.365,0.529,5000
402,0.277,77.328,2.929,0.512,7000
406,0.242,81.539,3.585,0.476,9000
417,0.227,66.139,11.578,0.382,9500
420,0.3,44.146,19.174,0.364,11000
420,0.3,44.146,19.174,0.364,12000
420,0.3,44.146,19.174,0.364,13000
479.5,0.25,21.352,28.543,0.359,14000
266,0.195,108.216,9.799,0.355,4000
276,0.167,92.285,13.216,0.365,5000
276,0.167,92.285,13.216,0.365,6000
283,0.224,52.906,9.79,0.376,10000
286,0.201,110.02,16.395,0.331,11000
286,0.201,110.02,16.395,0.331,12000
286,0.201,110.02,16.395,0.331,13000
293,0.133,141.283,9.896,0.311,14000
180,0.218,125.822,11.127,0.441,2000
204,0.284,35.694,11.473,0.186,3000
205,0.357,15.078,36.654,0.073,6000
230,0.324,62.69,31.812,0.266,10000
243,0.187,42.211,41.077,0.343,11000
250.5,0.207,99.262,15.242,0.393,12000
250.5,0.207,99.262,15.242,0.393,13000
322,0.348,87.554,4.271,0.585,1000
439.5,0.291,91.474,5.159,0.584,5000
456,0.268,72.803,2.721,0.485,7000
458.5,0.269,79.145,2.572,0.5,9000
458.5,0.269,79.145,2.572,0.5,9500
461,0.294,84.211,3.462,0.546,10000
473,0.236,92.122,5.373,0.511,11000
473,0.236,92.122,5.373,0.511,12000
473,0.236,92.122,5.373,0.511,13000
537,0.001,56.48,5.203,0.253,14000
331.5,0.176,90.087,2.906,0.517,1000
459.5,0.209,94.593,2.504,0.563,5000
474.5,0.22,79.396,2.408,0.536,7000
481,0.14,94.198,2.627,0.503,9000
481,0.14,94.198,2.627,0.503,9500
485,0.178,101.486,2.374,0.511,10000
492.5,0.258,78.55,8.912,0.421,11000
492.5,0.258,78.55,8.912,0.421,12000
492.5,0.258,78.55,8.912,0.421,13000
540.5,0.007,18.71,18.335,0.168,14000
310,0.225,86.943,4.765,0.32,1000
446,0.226,104.198,4.029,0.403,5000
460.5,0.228,102.199,2.378,0.463,7000
462.5,0.174,86.954,4.137,0.352,9000
466,0.214,103.225,3.633,0.311,9500
471,0.227,120.096,2.671,0.369,10000
475,0.22,77.362,5.422,0.334,11000
475,0.22,77.362,5.422,0.334,12000
475,0.22,77.362,5.422,0.334,13000
523,0.316,31.645,2.722,0.332,14000
328,0.239,95.885,13.462,0.502,1000
444,0.283,81.229,3.575,0.492,5000
458,0.267,79.46,3.926,0.414,7000
459,0.278,65.243,22.262,0.458,9000
487,0.29,80.9,9.38,0.421,9500
487,0.29,80.9,9.38,0.421,13000
544,0.014,53.01,3.977,0.353,14000
237,0.333,83.476,3.099,0.453,1000
348.5,0.283,84.443,1.853,0.517,5000
365,0.285,84.014,1.793,0.51,7000
366,0.255,74.81,2.654,0.447,9000
390,0.268,65.105,5.479,0.466,9500
390,0.268,65.105,5.479,0.466,13000
435,0.052,37.391,1.547,0.356,14000
283,0.376,51.783,4.608,0.286,1000
413,0.228,113.818,3.423,0.481,5000
429.5,0.195,104.794,3.218,0.464,7000
438.5,0.14,108.456,4.693,0.414,9000
438.5,0.14,108.456,4.693,0.414,9500
445,0.189,126.817,4.202,0.45,10000
455,0.126,94.128,7.004,0.309,11000
455,0.126,94.128,7.004,0.309,12000
455,0.126,94.128,7.004,0.309,13000
491,0.148,22.201,13.89,0.313,14000
308,0.226,90.887,3.976,0.488,1000
425.5,0.264,90.8,3.029,0.52,5000
440,0.265,80.474,3.025,0.481,7000
444,0.285,64.186,4.734,0.441,9000
454,0.316,67.139,16.216,0.467,9500
459,0.176,68.917,14.223,0.329,11000
459,0.176,68.917,14.223,0.329,12000
459,0.176,68.917,14.223,0.329,13000
532,0.007,50.92,13.374,0.275,14000
300,0.22,86.73,3.902,0.442,1000
430,0.26,105.26,3.21,0.474,5000
447,0.229,99.41,3.131,0.522,7000
449,0.215,98.293,4.851,0.463,9000
450.5,0.186,92.902,5.999,0.379,9500
456.5,0.233,111.415,3.304,0.536,10000
467.5,0.223,105.883,7.945,0.41,11000
467.5,0.223,105.883,7.945,0.41,12000
467.5,0.223,105.883,7.945,0.41,13000
522,0.064,77.788,6.937,0.371,14000
349,0.342,62.593,4.951,0.316,1000
486,0.26,96.641,4.872,0.48,5000
504,0.253,107.503,2.239,0.515,7000
509,0.224,105.245,4.709,0.45,9000
509,0.224,105.245,4.709,0.45,9500
513.5,0.2,109.018,3.483,0.49,10000
521,0.241,92.93,15.146,0.373,11000
521,0.241,92.93,15.146,0.373,12000
521,0.241,92.93,15.146,0.373,13000
264,0.328,73.259,4.621,0.459,1000
416,0.185,104.755,7.837,0.363,5000
428.5,0.196,100.936,3.008,0.45,7000
434,0.164,96.699,6.197,0.365,9000
434,0.164,96.699,6.197,0.365,9500
436,0.126,106.615,5.349,0.343,10000
439,0.115,112.404,6.935,0.391,11000
439,0.115,112.404,6.935,0.391,12000
439,0.115,112.404,6.935,0.391,13000
453.5,0.228,96.225,9.365,0.388,14000
155,0.198,86.886,5.503,0.586,1000
300,0.275,74.829,5.871,0.441,5000
312.5,0.289,96.344,2.435,0.654,7000
318,0.229,103.489,3.361,0.523,9000
318,0.229,103.489,3.361,0.523,9500
321.5,0.256,102.811,4.806,0.54,10000
324,0.24,78.568,13.173,0.339,11000
324,0.24,78.568,13.173,0.339,12000
324,0.24,78.568,13.173,0.339,13000
374.5,0.237,55.499,9.754,0.357,14000
221,0.414,70.632,6.181,0.579,1000
361,0.274,83.326,5.822,0.463,5000
376,0.24,105.442,3.382,0.498,7000
380,0.209,117.655,4.002,0.465,9000
380,0.209,117.655,4.002,0.465,9500
384,0.228,112.258,4.62,0.507,10000
387,0.209,91.66,11.571,0.379,11000
387,0.209,91.66,11.571,0.379,12000
387,0.209,91.66,11.571,0.379,13000
415,0.104,41.129,15.659,0.378,14000
430,0.234,78,2.229,0.475,1000
557.5,0.15,107.523,3.965,0.367,4000
596,0.061,94.757,3.336,0.356,7000
605,0.122,112.157,5.097,0.399,9000
605,0.122,112.157,5.097,0.399,9500
612,0.083,120.108,4.687,0.33,10000
612,0.083,120.108,4.687,0.33,11000
612,0.083,120.108,4.687,0.33,12000
612,0.083,120.108,4.687,0.33,13000
628,0.057,91.546,8.571,0.313,14000
245.5,0.228,65.336,5.264,0.467,1000
377,0.264,83.404,4.143,0.497,5000
393,0.245,81.251,3.235,0.498,7000
396,0.224,82.517,5.347,0.421,9000
396,0.224,82.517,5.347,0.421,9500
400.5,0.247,84.528,5.516,0.406,10000
406,0.298,43.248,18.948,0.345,11000
406,0.298,43.248,18.948,0.345,12000
406,0.298,43.248,18.948,0.345,13000
484,0,105.229,62.224,0.196,14000
194,0.223,107.356,4.201,0.526,2000
223,0.107,99.704,8.663,0.415,3000
226.5,0.178,117.22,7.002,0.4,4000
231.5,0.081,107.288,12.664,0.387,6000
238,0.204,109.017,4.569,0.458,10000
245,0.217,108.227,4.39,0.417,11000
245,0.217,108.227,4.39,0.417,12000
245,0.217,108.227,4.39,0.417,13000
253.5,0.09,93.205,16.393,0.357,14000
78,0.236,69.642,4.645,0.506,1000
183,0.137,72.17,10.5785,0.481,2000
206.5,0.123,108.144,7.0622,0.415,3000
207,0.145,95.381,9.2044,0.427,6000
222.5,0.195,74.371,8.8992,0.431,9000
222.5,0.195,74.371,8.8992,0.431,9500
225,0.247,68.47,17.6035,0.395,10000
232,0.265,42.432,28.1987,0.392,11000
243.5,0.222,36.041,38.222,0.328,12000
243.5,0.222,36.041,38.222,0.328,13000
393.5,0.259,116.115,4.663,0.505,1000
516,0.236,126.209,3.372,0.499,5000
537,0.295,101.56,2.092,0.504,7000
542,0.299,86.064,5.594,0.441,10000
544,0.259,81.352,8.278,0.437,11000
544,0.259,81.352,8.278,0.437,12000
544,0.259,81.352,8.278,0.437,13000
630,0.208,77.54,9.062,0.334,14000
293,0.571,84.649,5.233,0.467,1000
423,0.275,93.377,3.736,0.4,5000
437.5,0.152,88.273,2.659,0.289,7000
444.5,0.141,96.17,4.779,0.392,9000
444.5,0.141,96.17,4.779,0.392,9500
452,0.194,106.907,4.023,0.405,10000
458,0.212,98.948,8.092,0.363,11000
458,0.212,98.948,8.092,0.363,12000
458,0.212,98.948,8.092,0.363,13000
426,0.344,78.67,2.102,0.383,1000
559,0.171,94.99,2.893,0.343,4000
590,0.13,97.772,4.222,0.302,5000
605,0.131,102.283,3.318,0.383,7000
612,0.142,56.53,3.286,0.296,9000
612,0.142,56.53,3.286,0.296,9500
621,0.199,63.581,2.851,0.312,10000
632,0.154,71.046,5.388,0.3,11000
632,0.154,71.046,5.388,0.3,12000
632,0.154,71.046,5.388,0.3,13000
670,0.353,90.282,4.16,0.346,14000
396.24,0.197,103.656,6.087,0.484,1000
382,0.181,68.489,7.171,0.387,1000
508.5,0.186,89.023,5.806,0.446,4000
533.5,0.204,83.756,7.96,0.402,5000
547,0.184,93.489,2.246,0.529,7000
551,0.159,84.859,8.994,0.397,9000
551,0.159,84.859,8.994,0.397,9500
557,0.133,96.388,5.227,0.425,10000
564,0.09,110.673,28.67,0.432,11000
564,0.09,110.673,28.67,0.432,12000
564,0.09,110.673,28.67,0.432,13000
579,0.233,89.775,4.883,0.391,14000
247,0.166,62.463,5.414,0.355,1000
365.5,0.251,93.19,1.81,0.421,5000
390,0.241,90.464,3.025,0.444,7000
394,0.226,96.104,3.667,0.441,9000
394,0.226,96.104,3.667,0.441,9500
397,0.251,87.681,5.674,0.422,10000
402,0.274,60.845,22.29,0.368,11000
406,0.237,76.183,8.475,0.365,12000
406,0.237,76.183,8.475,0.365,13000
472,0.263,40.021,2.858,0.289,14000
283,0.302,86.799,4.77,0.434,1000
413,0.242,77.422,4.626,0.442,5000
426.5,0.263,83.472,2.744,0.568,7000
431.5,0.25,84.446,5.058,0.472,9000
439,0.248,67.619,9.648,0.431,9500
441,0.276,76.666,5.592,0.509,11000
441,0.276,76.666,5.592,0.509,12000
441,0.276,76.666,5.592,0.509,13000
491.5,0.185,92.501,5.251,0.354,14000
277,0.261,54.306,7.675,0.127,1000
404.5,0.268,90.63,2.624,0.39,5000
421.5,0.255,86.029,2.63,0.369,7000
423,0.26,86.396,3.218,0.365,9000
426,0.184,87.987,3.74,0.334,9500
430,0.229,96.893,2.37,0.367,10000
438,0.214,67.166,5.871,0.3,11000
438,0.214,67.166,5.871,0.3,12000
438,0.214,67.166,5.871,0.3,13000
461,0.109,67.031,8.344,0.224,14000
229.5,0.286,74.079,13.315,0.431,1000
381,0.255,95.86,5.685,0.442,5000
392.5,0.263,82.175,2.136,0.507,7000
399,0.186,92.468,4.197,0.47,9000
399,0.186,92.468,4.197,0.47,9500
401,0.202,98.119,5.738,0.461,10000
403.5,0.144,53.814,7.138,0.291,11000
445,0.279,39.563,90.153,0.381,14000
305.5,0.245,123.941,6.264,0.519,1000
421.5,0.192,115.336,4.63,0.403,2000
450.5,0.141,120.886,6.541,0.444,5000
452,0.163,89.241,9.857,0.392,6000
457,0.31,28.481,31.623,0.393,10000
462,0.297,38.608,163.117,0.389,11000
475,-0.003,63.559,30.287,0.253,14000
317.5,0.3,93.447,2.305,0.409,1000
438,0.253,124.95,2.742,0.494,5000
464,0.219,131.448,2.462,0.483,7000
466.5,0.187,115.683,2.737,0.406,9000
466.5,0.187,115.683,2.737,0.406,9500
470.5,0.19,122.222,2.922,0.468,10000
476,0.118,92.808,5.443,0.325,11000
476,0.118,92.808,5.443,0.325,12000
476,0.118,92.808,5.443,0.325,13000
497.5,0.167,101.18,4.444,0.316,14000
382.5,0.297,101.51,1.992,0.348,1000
499.5,0.201,108.326,2.594,0.36,5000
518,0.225,111.23,2.431,0.385,7000
525,0.137,107.954,3.599,0.33,9000
525,0.137,107.954,3.599,0.33,9500
528.5,0.17,131.235,3.598,0.343,10000
535,0.16,72.146,8.234,0.253,11000
535,0.16,72.146,8.234,0.253,12000
535,0.16,72.146,8.234,0.253,13000
549,0.141,98.346,3.616,0.325,14000
328.5,0.192,105.477,2.931,0.496,1000
447,0.2,98.434,3.233,0.472,5000
465,0.122,93.338,4.687,0.425,7000
471,0.152,107.201,3.596,0.427,9000
471,0.152,107.201,3.596,0.427,9500
476,0.137,107.123,4.046,0.425,10000
485,0.152,85.817,16.202,0.356,11000
485,0.152,85.817,16.202,0.356,12000
485,0.152,85.817,16.202,0.356,13000
494,0.317,43.859,8.507,0.426,14000
687,0.207,91.53,2.33,0.465,1000
813.5,0.23,81.575,2.337,0.393,4000
864,0.204,96.42,1.143,0.501,7000
883,0.138,102.808,2.892,0.424,9000
883,0.138,102.808,2.892,0.424,9500
890.5,0.141,85.083,6.852,0.279,10000
893,0.13,80.019,8.298,0.273,11000
893,0.13,80.019,8.298,0.273,12000
893,0.13,80.019,8.298,0.273,13000
902,0.165,37.743,9.055,0.195,14000
295.5,0.386,69.98,4.713,0.597,1000
433,0.178,76.059,5.689,0.44,5000
447.5,0.182,97.732,2.996,0.497,7000
455,0.12,98.873,4.152,0.431,9000
455,0.12,98.873,4.152,0.431,9500
457,0.194,78.361,6.49,0.408,10000
464,0.085,86.749,9.855,0.385,14000
354,0.154,64.808,4.832,0.423,1000
488,0.27,77.07,5.622,0.48,4000
518,0.193,90.768,6.275,0.408,5000
527.5,0.233,102.922,2.512,0.542,7000
531,0.164,103.699,4.626,0.41,9000
531,0.164,103.699,4.626,0.41,9500
536.5,0.181,104.159,4.575,0.398,10000
542.5,0.151,165.267,6.473,0.359,11000
542.5,0.151,165.267,6.473,0.359,12000
542.5,0.151,165.267,6.473,0.359,13000
552,0.285,102.438,7.856,0.41,14000
322,0.171,81.527,6.27,0.55,1000
477,0.206,88.646,6.855,0.482,5000
487,0.249,93.275,2.393,0.573,7000
490,0.205,99.907,4.254,0.528,9000
490,0.205,99.907,4.254,0.528,9500
498,0.151,96.661,6.064,0.468,10000
503,0.201,114.216,7.446,0.464,11000
503,0.201,114.216,7.446,0.464,12000
503,0.201,114.216,7.446,0.464,13000
535,0.107,89.033,11.739,0.321,14000
181.5,0.232,102.154,3.723,0.478,2000
205.5,0.168,120.139,8.155,0.472,3000
207.5,0.17,120.398,9.948,0.431,6000
222,0.222,90.1,51.847,0.328,10000
231,0.257,73.382,22.151,0.397,11000
246,0.315,69.654,27.944,0.483,14000
454,0.088,71.173,3.632,0.337,1000
587,0.146,43.529,3.968,0.24,4000
610.5,0.101,78.812,6.522,0.316,5000
625.5,0.168,96.735,3.565,0.396,7000
632,0.092,88.413,6.074,0.404,9000
632,0.092,88.413,6.074,0.404,9500
638,0.172,99.715,4.453,0.407,10000
641,0.74,32.387,9.784,0.567,14000
416,0.322,68.319,6.129,0.478,5000
432.5,0.242,82.416,2.792,0.54,7000
437,0.177,77.32,4.783,0.448,9000
437,0.177,77.32,4.783,0.448,9500
441,0.205,86.996,5.617,0.487,10000
443,0.247,60.484,11.327,0.4,11000
443,0.247,60.484,11.327,0.4,12000
443,0.247,60.484,11.327,0.4,13000
492,0.184,55.462,15.782,0.393,14000
218.54,0.181,89.054,5.851,0.495,11000
167,0.227,90.012,3.596,0.565,2000
193.5,0.145,83.21,4.121,0.6,3000
207.5,0.238,96.701,3.104,0.591,5000
212,0.255,72.356,2.906,0.652,7000
216,0.235,91.984,4.391,0.557,9000
216,0.235,91.984,4.391,0.557,9500
218,0.232,93.91,4.474,0.576,10000
219,0.155,64.019,8.839,0.419,11000
231,0.247,64.896,13.088,0.451,12000
231,0.247,64.896,13.088,0.451,13000
265,0.21,95.811,9.983,0.414,14000
349,0.156,86.382,2.539,0.441,1000
468,0.198,93.306,2.952,0.464,5000
485,0.172,91.329,3.603,0.455,7000
491.5,0.17,101.666,3.627,0.44,9000
491.5,0.17,101.666,3.627,0.44,9500
495.5,0.157,102.965,4.217,0.473,10000
499,0.119,53.313,23.882,0.34,14000
356,0.364,84.677,11.937,0.58,1000
503,0.239,85.887,5.082,0.425,5000
514,0.207,98.589,3.205,0.534,7000
519.5,0.137,91.936,6.686,0.447,9000
519.5,0.137,91.936,6.686,0.447,9500
523,0.158,102.823,6.411,0.408,10000
530,0.16,107.661,11.29,0.412,11000
530,0.16,107.661,11.29,0.412,12000
530,0.16,107.661,11.29,0.412,13000
576,0.291,28.49,3.632,0.401,14000
243.5,0.27,71.655,11.714,0.441,1000
391,0.171,85.64,14.866,0.389,4000
419,0.143,111.474,12.357,0.354,5000
422,0.244,75.91,15.409,0.331,6000
434,0.283,47.581,25.95,0.385,9000
434,0.283,47.581,25.95,0.385,9500
442.5,0.213,77.33,8.962,0.4,10000
445,0.213,99.959,6.837,0.37,11000
445,0.213,99.959,6.837,0.37,12000
445,0.213,99.959,6.837,0.37,13000
452,0.33,120.503,5.922,0.43,14000
252,0.319,53.348,6.003,0.414,1000
414,0.195,79.154,7.448,0.442,4000
439,0.163,80.555,8.895,0.4,5000
440,0.196,70.328,12.262,0.346,6000
445,0.231,58.402,15.981,0.365,9000
445,0.231,58.402,15.981,0.365,9500
451,0.183,76.7,9.911,0.418,10000
457,0.163,76.674,5.873,0.415,11000
457,0.163,76.674,5.873,0.415,12000
457,0.163,76.674,5.873,0.415,13000
154,0.217,45.531,11.027,0.413,1000
303.5,0.031,99.716,12.514,0.313,4000
314,0.159,83.413,9.488,0.394,5000
314,0.159,83.413,9.488,0.394,6000
322,0.162,104.449,7.711,0.408,10000
326,0.201,94.337,16.823,0.284,11000
326,0.201,94.337,16.823,0.284,12000
326,0.201,94.337,16.823,0.284,13000
283,0.245,93.603,5.432,0.574,1000
400,0.204,84.465,6.527,0.484,2000
423.5,0.203,109.797,4.532,0.56,3000
429.5,0.16,85.59,4.544,0.535,5000
430.5,0.198,65.123,5.184,0.48,6000
436,0.33,27.896,33.299,0.382,10000
445,0.322,68.439,248.914,0.465,14000
263,0.29,76.932,5.74,0.47,1000
406,0.285,82.817,7.606,0.437,5000
416,0.237,91.438,4.59,0.438,7000
419,0.252,97.936,4.21,0.467,9000
419,0.252,97.936,4.21,0.467,9500
421.5,0.237,105.476,3.99,0.466,10000
424,0.23,109.512,4.458,0.481,11000
425,0.233,111.489,4.826,0.469,12000
425,0.233,111.489,4.826,0.469,13000
478,0.062,63.41,11.333,0.311,14000
387,0.162,82.242,4.016,0.451,1000
544,0.089,63.726,6.679,0.263,4000
565,0.109,85.323,7.629,0.327,5000
580,0.121,89.178,3.208,0.364,7000
588.5,0.197,56.243,5.642,0.312,9000
588.5,0.197,56.243,5.642,0.312,9500
592,0.082,44.223,4.59,0.324,10000
595.5,0.144,64.002,9.019,0.362,11000
595.5,0.144,64.002,9.019,0.362,12000
595.5,0.144,64.002,9.019,0.362,13000
620,-0.495,81.216,7.033,0.372,14000
178,0.184,93.62,3.906,0.313,1000
312.5,0.275,104.596,5.158,0.396,5000
325.5,0.229,96.22,2.514,0.542,7000
329,0.209,107.514,3.63,0.372,9000
329,0.209,107.514,3.63,0.372,9500
332.5,0.245,100.293,3.672,0.435,10000
338,0.343,71.849,10.36,0.056,11000
338,0.343,71.849,10.36,0.056,12000
338,0.343,71.849,10.36,0.056,13000
417,0.118,121.388,8.197,0.424,14000
261,0.184,126.917,11.209,0.389,4000
270,0.194,110.915,9.651,0.388,5000
270,0.194,110.915,9.651,0.388,6000
279.5,0.158,95.254,6.531,0.394,10000
280.5,0.451,78.906,17.007,0.506,11000
280.5,0.451,78.906,17.007,0.506,12000
280.5,0.451,78.906,17.007,0.506,13000
296,-0.132,107.036,6.343,0.317,14000
310,0.335,66.786,13.082,0.509,1000
423,0.249,86.897,2.841,0.536,5000
440.5,0.256,79.902,3.086,0.544,7000
443,0.271,63.693,6.002,0.455,9000
447,0.209,64.497,7.76,0.439,9500
453,0.234,73.263,4.197,0.468,10000
459,0.232,78.397,9.988,0.428,11000
459,0.232,78.397,9.988,0.428,12000
459,0.232,78.397,9.988,0.428,13000
494,0.203,58.963,12.69,0.368,14000
648.92,0.168,99.781,2.556,0.339,7000
281,0.226,82.933,9.107,0.362,1000
434,0.234,112.009,2.745,0.432,7000
439,0.198,103.13,5.73,0.41,9000
439,0.198,103.13,5.73,0.41,9500
442.5,0.147,74.689,10.328,0.298,10000
447.5,0.292,99.32,19.66,0.351,11000
447.5,0.292,99.32,19.66,0.351,12000
447.5,0.292,99.32,19.66,0.351,13000
506,0.271,29.071,40.007,0.193,14000
342.5,0.238,64.451,4.239,0.329,1000
458.5,0.356,79.472,2.913,0.56,5000
480,0.291,77.185,2.309,0.531,7000
483,0.275,80.651,2.887,0.552,9000
483,0.275,80.651,2.887,0.552,9500
487.5,0.25,84.182,3.725,0.529,10000
490,0.302,54.373,9.4,0.368,11000
490,0.302,54.373,9.4,0.368,12000
490,0.302,54.373,9.4,0.368,13000
550.5,0.27,34.044,7.24,0.362,14000
403,0.271,84.993,2.977,0.404,1000
538,0.234,93.51,5.444,0.406,4000
571,0.135,97.825,5.775,0.37,5000
585,0.105,106.14,3.078,0.391,7000
593.5,0.183,62.227,8.543,0.25,9000
593.5,0.183,62.227,8.543,0.25,9500
611,0.192,67.823,5.395,0.303,10000
619,0.151,75.716,9.258,0.277,11000
619,0.151,75.716,9.258,0.277,12000
619,0.151,75.716,9.258,0.277,13000
659,0.098,62.225,3.235,0.352,14000
188,0.205,97.046,7.545,0.435,1000
302,0.182,104.906,4.569,0.506,2000
328,0.139,127.696,4.636,0.513,3000
334,0.109,116.206,5.724,0.448,5000
335.5,0.111,76.896,10.664,0.448,6000
310,0.443,78.799,3.19,0.608,1000
433,0.288,83.16,2.755,0.499,5000
446,0.377,78.219,3.753,0.549,7000
449,0.445,68.412,3.909,0.524,9000
454,0.285,80.209,3.958,0.473,9500
457,0.285,72.964,6.301,0.439,10000
467,0.305,86.553,14.479,0.417,11000
467,0.305,86.553,14.479,0.417,12000
467,0.305,86.553,14.479,0.417,13000
515.5,0.108,103.068,4.858,0.414,14000
314,0.329,96.325,5.093,0.458,1000
439.5,0.226,98.697,3.032,0.519,5000
456,0.227,100.406,2.942,0.459,7000
458,0.223,89.34,4.123,0.416,9000
462,0.217,88.556,3.743,0.421,9500
466,0.171,95.692,3.272,0.441,10000
472,0.244,79.578,5.519,0.288,11000
472,0.244,79.578,5.519,0.288,12000
472,0.244,79.578,5.519,0.288,13000
515,0.203,100.233,5.565,0.33,14000
294.5,0.236,86.949,4.754,0.341,1000
417,0.148,90.914,5.127,0.367,5000
428.5,0.176,90.102,2.922,0.389,7000
430,0.255,79.623,5.903,0.34,9000
444.5,0.254,57.233,20.063,0.411,9500
452.5,0.291,45.754,28.916,0.338,12000
452.5,0.291,45.754,28.916,0.338,13000
502,0.297,39.547,4.142,0.312,14000
320,0.279,75.465,5.232,0.467,1000
469.5,0.239,96.746,5.893,0.459,5000
479,0.256,103.741,2.309,0.528,7000
485,0.198,112.044,3.839,0.464,9000
485,0.198,112.044,3.839,0.464,9500
487.5,0.214,109.556,3.24,0.512,10000
495.5,0.24,104.494,7.353,0.43,11000
495.5,0.24,104.494,7.353,0.43,12000
495.5,0.24,104.494,7.353,0.43,13000
532,0.178,81.112,6.133,0.375,14000
295,0.161,74.597,6.929,0.465,1000
444.5,0.26,100.144,4.732,0.464,5000
456.5,0.208,91.636,2.786,0.572,7000
463,0.204,100.726,3.531,0.496,9000
463,0.204,100.726,3.531,0.496,9500
466,0.212,105.974,4.624,0.482,10000
469,0.232,86.108,9.499,0.397,11000
469,0.232,86.108,9.499,0.397,12000
469,0.232,86.108,9.499,0.397,13000
513.5,0.189,136.076,9.785,0.41,14000
233,0.224,127.827,7.197,0.399,4000
239,0.231,118.1,7.251,0.336,14000
338,0.281,70.56,2.684,0.548,1000
458,0.33,82.201,2.722,0.565,5000
478,0.3,77.747,1.897,0.56,7000
482,0.26,81.173,2.705,0.512,9000
482,0.26,81.173,2.705,0.512,9500
487.5,0.206,73.805,4.325,0.503,10000
487.5,0.206,73.805,4.325,0.503,11000
487.5,0.206,73.805,4.325,0.503,12000
487.5,0.206,73.805,4.325,0.503,13000
548,0.041,34.804,7.354,0.427,14000
300.5,0.287,60.555,4.944,0.494,1000
435,0.134,76.441,6.081,0.391,5000
448.5,0.164,86.854,3.302,0.485,7000
456,0.137,82.875,4.744,0.456,9000
456,0.137,82.875,4.744,0.456,9500
460.5,0.115,71.069,10.592,0.393,10000
461,0.063,46.085,16.58,0.267,14000
310.9,0.005,57.906,9.963,0.374,4000
414,0.24,84.933,2.356,0.481,1000
553,0.202,78.87,6.613,0.366,4000
577,0.106,88.947,7.428,0.226,5000
591,0.168,102.286,3.514,0.462,7000
599.5,0.106,88.765,6.934,0.336,9000
599.5,0.106,88.765,6.934,0.336,9500
614,0.136,53.627,7.99,0.281,11000
614,0.136,53.627,7.99,0.281,12000
614,0.136,53.627,7.99,0.281,13000
635.5,0.136,483.785,9.462,0.299,14000
589.48,0.2,111.731,9.371,0.467,7000
147,0.235,90.775,5.186,0.475,5000
158.5,0.243,80.814,3.141,0.5,7000
164,0.244,91.353,3.085,0.49,9000
164,0.244,91.353,3.085,0.49,9500
166,0.242,89.717,3.355,0.531,10000
170,0.343,48.017,15.025,0.09,11000
177,0.342,74.743,3.299,0.5,12000
177,0.342,74.743,3.299,0.5,13000
230,0.179,88.632,3.326,0.398,14000
275,0.283,71.485,3.144,0.481,1000
400.5,0.222,113.564,3.189,0.476,5000
418,0.261,96.449,3.267,0.514,7000
423,0.122,108.053,4.645,0.394,9000
423,0.122,108.053,4.645,0.394,9500
429,0.196,99.588,4.49,0.506,10000
441,0.158,117.858,6.566,0.363,11000
441,0.158,117.858,6.566,0.363,12000
441,0.158,117.858,6.566,0.363,13000
469,0.205,101.458,5.108,0.358,14000
299,0.238,78.11,3.199,0.464,1000
432,0.212,111.594,3.721,0.473,5000
449,0.224,97.987,3.435,0.471,7000
458,0.142,104.671,4.047,0.421,9000
458,0.142,104.671,4.047,0.421,9500
463.5,0.189,118.411,2.773,0.396,10000
475,0.149,126.717,5.517,0.331,11000
475,0.149,126.717,5.517,0.331,12000
475,0.149,126.717,5.517,0.331,13000
487,0.11,94.786,5.123,0.302,14000
354,0.283,89.926,9.586,0.367,1000
471.5,0.28,90.06,6.571,0.406,5000
484.5,0.289,90.822,3.742,0.408,7000
486,0.211,81.013,16.505,0.369,9000
504.5,0.315,65.727,16.627,0.366,9500
504.5,0.315,65.727,16.627,0.366,13000
567,0.348,51.941,7.665,0.288,14000
506.27,0.223,142.015,3.876,0.514,5000
435,0.249,83.629,5.673,0.431,1000
577,0.226,89.676,5.203,0.412,5000
595,0.248,98.947,2.02,0.507,7000
597.5,0.192,99.659,5.443,0.392,9000
597.5,0.192,99.659,5.443,0.392,9500
602,0.158,110.179,5.612,0.416,10000
159,0.246,75.44,7.964,0.514,2000
187,0.201,74.262,6.985,0.476,3000
201,0.202,76.727,9.118,0.468,5000
201,0.202,76.727,9.118,0.468,6000
213,0.253,54.928,5.088,0.513,9000
213,0.253,54.928,5.088,0.513,9500
215,0.202,48.692,6.014,0.442,10000
219.5,0.288,113.438,22.348,0.453,14000
338,0.395,100.133,2.724,0.494,1000
458,0.203,106.881,2.41,0.517,5000
481,0.188,107.078,2.59,0.492,7000
488,0.151,121.053,3.005,0.496,9000
488,0.151,121.053,3.005,0.496,9500
492,0.211,86.32,2.823,0.494,10000
499,0.231,53.041,5.591,0.313,11000
499,0.231,53.041,5.591,0.313,12000
